RowId,YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,Geolocation,ClassID,TopicID,QuestionID,LocationID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
BRFSS~2022~2022~50~Q20~TSC03~AGE~OVERALL,2022,2022,VT,Vermont,BRFSS,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,%,PRCTG,Percentage,59.8,59.8,,,55.9,63.5,Age Group,50-64 years,,,POINT (-72.51764079099962 43.62538123900049),C03,TSC03,Q20,50,AGE,5064,OVERALL,OVERALL
BRFSS~2022~2022~78~Q11~TSC11~AGE~OVERALL,2022,2022,VI,Virgin Islands,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,,,POINT (-64.896335 18.335765),C03,TSC11,Q11,78,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2022~2022~54~Q46~TOC10~AGE~OVERALL,2022,2022,WV,West Virginia,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",%,PRCTG,Percentage,41.4,41.4,,,38.4,44.5,Age Group,50-64 years,,,POINT (-80.71264013499967 38.66551020200046),C01,TOC10,Q46,54,AGE,5064,OVERALL,OVERALL
BRFSS~2022~2022~55~Q16~TNC03~AGE~OVERALL,2022,2022,WI,Wisconsin,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,%,PRCTG,Percentage,25.4,25.4,,,24.1,26.7,Age Group,Overall,,,POINT (-89.81637074199966 44.39319117400049),C02,TNC03,Q16,55,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2022~2022~55~Q15~TSC02~AGE~RACE,2022,2022,WI,Wisconsin,BRFSS,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,%,PRCTG,Percentage,82.4,82.4,,,74.3,88.4,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",POINT (-89.81637074199966 44.39319117400049),C03,TSC02,Q15,55,AGE,AGE_OVERALL,RACE,BLK
BRFSS~2022~2022~50~Q17~TAC01~AGE~SEX,2022,2022,VT,Vermont,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,%,PRCTG,Percentage,14.8,14.8,,,12.1,18.1,Age Group,50-64 years,Sex,Female,POINT (-72.51764079099962 43.62538123900049),C04,TAC01,Q17,50,AGE,5064,SEX,FEMALE
BRFSS~2022~2022~56~Q33~TOC08~AGE~RACE,2022,2022,WY,Wyoming,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,POINT (-108.10983035299967 43.23554134300048),C01,TOC08,Q33,56,AGE,65PLUS,RACE,NAA
BRFSS~2022~2022~56~Q46~TOC10~AGE~RACE,2022,2022,WY,Wyoming,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,POINT (-108.10983035299967 43.23554134300048),C01,TOC10,Q46,56,AGE,65PLUS,RACE,HIS
BRFSS~2022~2022~55~Q11~TSC11~AGE~RACE,2022,2022,WI,Wisconsin,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,%,PRCTG,Percentage,52.8,52.8,,,49.8,55.7,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",POINT (-89.81637074199966 44.39319117400049),C03,TSC11,Q11,55,AGE,65PLUS,RACE,WHT
BRFSS~2022~2022~9004~Q21~TAC03~AGE~OVERALL,2022,2022,WEST,West,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,%,PRCTG,Percentage,14.3,14.3,,,13.2,15.4,Age Group,50-64 years,,,,C04,TAC03,Q21,9004,AGE,5064,OVERALL,OVERALL
BRFSS~2022~2022~78~Q07~TOC05~AGE~RACE,2022,2022,VI,Virgin Islands,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,POINT (-64.896335 18.335765),C01,TOC05,Q07,78,AGE,65PLUS,RACE,NAA
BRFSS~2022~2022~55~Q41~TCC03~AGE~OVERALL,2022,2022,WI,Wisconsin,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,34.1,34.1,,,26.9,42.1,Age Group,50-64 years,,,POINT (-89.81637074199966 44.39319117400049),C06,TCC03,Q41,55,AGE,5064,OVERALL,OVERALL
BRFSS~2022~2022~51~Q17~TAC01~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,%,PRCTG,Percentage,17.2,17.2,,,14.9,19.8,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",POINT (-78.45789046299967 37.54268067400045),C04,TAC01,Q17,51,AGE,5064,RACE,WHT
BRFSS~2022~2022~53~Q07~TOC05~AGE~RACE,2022,2022,WA,Washington,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,%,PRCTG,Percentage,88.6,88.6,,,84.1,92.0,Age Group,50-64 years,Race/Ethnicity,Hispanic,POINT (-120.47001078999972 47.52227862900048),C01,TOC05,Q07,53,AGE,5064,RACE,HIS
BRFSS~2022~2022~55~Q03~TMC01~AGE~RACE,2022,2022,WI,Wisconsin,BRFSS,Mental Health,Frequent mental distress,Percentage of older adults who are experiencing frequent mental distress,%,PRCTG,Percentage,14.6,14.6,,,8.9,23.0,Age Group,Overall,Race/Ethnicity,Hispanic,POINT (-89.81637074199966 44.39319117400049),C05,TMC01,Q03,55,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2022~2022~55~Q17~TAC01~AGE~OVERALL,2022,2022,WI,Wisconsin,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,%,PRCTG,Percentage,9.1,9.1,,,8.0,10.4,Age Group,65 years or older,,,POINT (-89.81637074199966 44.39319117400049),C04,TAC01,Q17,55,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2022~2022~53~Q17~TAC01~AGE~OVERALL,2022,2022,WA,Washington,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,%,PRCTG,Percentage,7.4,7.4,,,6.6,8.1,Age Group,65 years or older,,,POINT (-120.47001078999972 47.52227862900048),C04,TAC01,Q17,53,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2022~2022~55~Q46~TOC10~AGE~OVERALL,2022,2022,WI,Wisconsin,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",%,PRCTG,Percentage,28.5,28.5,,,26.5,30.7,Age Group,50-64 years,,,POINT (-89.81637074199966 44.39319117400049),C01,TOC10,Q46,55,AGE,5064,OVERALL,OVERALL
BRFSS~2022~2022~9004~Q15~TSC02~AGE~RACE,2022,2022,WEST,West,BRFSS,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,%,PRCTG,Percentage,68.4,68.4,,,56.4,78.3,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,,C03,TSC02,Q15,9004,AGE,65PLUS,RACE,ASN
BRFSS~2022~2022~55~Q12~TSC01~AGE~OVERALL,2022,2022,WI,Wisconsin,BRFSS,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,%,PRCTG,Percentage,77.2,77.2,,,75.4,78.9,Age Group,Overall,,,POINT (-89.81637074199966 44.39319117400049),C03,TSC01,Q12,55,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2022~2022~51~Q37~TGC02~AGE~SEX,2022,2022,VA,Virginia,BRFSS,Caregiving,Expect to provide care for someone in the next two years,Percentage of older adults currently not providing care who expect to provide care for someone with health problems in the next two years,%,PRCTG,Percentage,10.6,10.6,,,8.4,13.4,Age Group,65 years or older,Sex,Male,POINT (-78.45789046299967 37.54268067400045),C07,TGC02,Q37,51,AGE,65PLUS,SEX,MALE
BRFSS~2022~2022~9004~Q11~TSC11~AGE~RACE,2022,2022,WEST,West,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,%,PRCTG,Percentage,12.1,12.1,,,9.0,16.1,Age Group,50-64 years,Race/Ethnicity,Hispanic,,C03,TSC11,Q11,9004,AGE,5064,RACE,HIS
BRFSS~2022~2022~51~Q13~TNC04~AGE~SEX,2022,2022,VA,Virginia,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",%,PRCTG,Percentage,37.5,37.5,,,35.2,39.9,Age Group,Overall,Sex,Female,POINT (-78.45789046299967 37.54268067400045),C02,TNC04,Q13,51,AGE,AGE_OVERALL,SEX,FEMALE
BRFSS~2022~2022~78~Q27~TMC03~AGE~RACE,2022,2022,VI,Virgin Islands,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,POINT (-64.896335 18.335765),C05,TMC03,Q27,78,AGE,65PLUS,RACE,HIS
BRFSS~2022~2022~78~Q33~TOC08~AGE~RACE,2022,2022,VI,Virgin Islands,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,POINT (-64.896335 18.335765),C01,TOC08,Q33,78,AGE,5064,RACE,ASN
BRFSS~2022~2022~54~Q17~TAC01~AGE~RACE,2022,2022,WV,West Virginia,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,POINT (-80.71264013499967 38.66551020200046),C04,TAC01,Q17,54,AGE,5064,RACE,HIS
BRFSS~2022~2022~51~Q27~TMC03~AGE~OVERALL,2022,2022,VA,Virginia,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,%,PRCTG,Percentage,16.4,16.4,,,14.8,18.2,Age Group,65 years or older,,,POINT (-78.45789046299967 37.54268067400045),C05,TMC03,Q27,51,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2022~2022~56~Q27~TMC03~AGE~SEX,2022,2022,WY,Wyoming,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,%,PRCTG,Percentage,11.8,11.8,,,9.3,15.0,Age Group,65 years or older,Sex,Male,POINT (-108.10983035299967 43.23554134300048),C05,TMC03,Q27,56,AGE,65PLUS,SEX,MALE
BRFSS~2022~2022~78~Q09~TSC09~AGE~RACE,2022,2022,VI,Virgin Islands,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-64.896335 18.335765),C03,TSC09,Q09,78,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2022~2022~9004~Q34~TOC09~AGE~RACE,2022,2022,WEST,West,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),%,PRCTG,Percentage,66.1,66.1,,,63.2,68.9,Age Group,Overall,Race/Ethnicity,Hispanic,,C01,TOC09,Q34,9004,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2022~2022~51~Q46~TOC10~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",%,PRCTG,Percentage,32.1,32.1,,,26.5,38.2,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",POINT (-78.45789046299967 37.54268067400045),C01,TOC10,Q46,51,AGE,5064,RACE,BLK
BRFSS~2022~2022~53~Q46~TOC10~AGE~RACE,2022,2022,WA,Washington,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",%,PRCTG,Percentage,36.7,36.7,,,30.9,42.8,Age Group,50-64 years,Race/Ethnicity,Hispanic,POINT (-120.47001078999972 47.52227862900048),C01,TOC10,Q46,53,AGE,5064,RACE,HIS
BRFSS~2022~2022~78~Q15~TSC02~AGE~RACE,2022,2022,VI,Virgin Islands,BRFSS,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,POINT (-64.896335 18.335765),C03,TSC02,Q15,78,AGE,5064,RACE,HIS
BRFSS~2022~2022~9004~Q32~TOC07~AGE~OVERALL,2022,2022,WEST,West,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",%,PRCTG,Percentage,21.7,21.7,,,20.8,22.6,Age Group,Overall,,,,C01,TOC07,Q32,9004,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2022~2022~51~Q34~TOC09~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),%,PRCTG,Percentage,76.1,76.1,,,60.2,87.0,Age Group,50-64 years,Race/Ethnicity,Hispanic,POINT (-78.45789046299967 37.54268067400045),C01,TOC09,Q34,51,AGE,5064,RACE,HIS
BRFSS~2022~2022~9004~Q37~TGC02~AGE~SEX,2022,2022,WEST,West,BRFSS,Caregiving,Expect to provide care for someone in the next two years,Percentage of older adults currently not providing care who expect to provide care for someone with health problems in the next two years,%,PRCTG,Percentage,13.4,13.4,&,Regional estimates may not represent all states in the region,12.3,14.6,Age Group,Overall,Sex,Male,,C07,TGC02,Q37,9004,AGE,AGE_OVERALL,SEX,MALE
BRFSS~2022~2022~51~Q10~TSC10~AGE~OVERALL,2022,2022,VA,Virginia,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,%,PRCTG,Percentage,39.4,39.4,,,35.3,43.7,Age Group,50-64 years,,,POINT (-78.45789046299967 37.54268067400045),C03,TSC10,Q10,51,AGE,5064,OVERALL,OVERALL
BRFSS~2022~2022~53~Q07~TOC05~AGE~RACE,2022,2022,WA,Washington,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,%,PRCTG,Percentage,70.7,70.7,,,61.3,78.6,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,POINT (-120.47001078999972 47.52227862900048),C01,TOC05,Q07,53,AGE,AGE_OVERALL,RACE,NAA
BRFSS~2022~2022~78~Q08~TOC01~AGE~SEX,2022,2022,VI,Virgin Islands,BRFSS,Overall Health,Physically unhealthy days (mean number of days),Physically unhealthy days (mean number of days in past month),Number,MEAN,Mean,3.8,3.8,,,2.2,5.4,Age Group,Overall,Sex,Female,POINT (-64.896335 18.335765),C01,TOC01,Q08,78,AGE,AGE_OVERALL,SEX,FEMALE
BRFSS~2022~2022~51~Q15~TSC02~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,%,PRCTG,Percentage,81.8,81.8,,,76.8,85.9,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",POINT (-78.45789046299967 37.54268067400045),C03,TSC02,Q15,51,AGE,5064,RACE,BLK
BRFSS~2022~2022~9004~Q42~TCC04~AGE~SEX,2022,2022,WEST,West,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,31.7,31.7,&,Regional estimates may not represent all states in the region,25.0,39.2,Age Group,Overall,Sex,Male,,C06,TCC04,Q42,9004,AGE,AGE_OVERALL,SEX,MALE
BRFSS~2022~2022~53~Q21~TAC03~AGE~RACE,2022,2022,WA,Washington,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,%,PRCTG,Percentage,15.9,15.9,,,14.7,17.3,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",POINT (-120.47001078999972 47.52227862900048),C04,TAC03,Q21,53,AGE,5064,RACE,WHT
BRFSS~2022~2022~9004~Q34~TOC09~AGE~SEX,2022,2022,WEST,West,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),%,PRCTG,Percentage,63.4,63.4,,,61.1,65.6,Age Group,50-64 years,Sex,Female,,C01,TOC09,Q34,9004,AGE,5064,SEX,FEMALE
BRFSS~2022~2022~55~Q07~TOC05~AGE~RACE,2022,2022,WI,Wisconsin,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,%,PRCTG,Percentage,76.7,76.7,,,74.9,78.4,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",POINT (-89.81637074199966 44.39319117400049),C01,TOC05,Q07,55,AGE,65PLUS,RACE,WHT
BRFSS~2022~2022~54~Q15~TSC02~AGE~RACE,2022,2022,WV,West Virginia,BRFSS,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,%,PRCTG,Percentage,67.3,67.3,,,64.2,70.3,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",POINT (-80.71264013499967 38.66551020200046),C03,TSC02,Q15,54,AGE,5064,RACE,WHT
BRFSS~2022~2022~9004~Q11~TSC11~AGE~SEX,2022,2022,WEST,West,BRFSS,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,%,PRCTG,Percentage,46.0,46.0,,,43.9,48.2,Age Group,65 years or older,Sex,Female,,C03,TSC11,Q11,9004,AGE,65PLUS,SEX,FEMALE
BRFSS~2022~2022~54~Q46~TOC10~AGE~RACE,2022,2022,WV,West Virginia,BRFSS,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Hispanic,POINT (-80.71264013499967 38.66551020200046),C01,TOC10,Q46,54,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2022~2022~54~Q09~TSC09~AGE~OVERALL,2022,2022,WV,West Virginia,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",%,PRCTG,Percentage,61.8,61.8,,,59.4,64.1,Age Group,Overall,,,POINT (-80.71264013499967 38.66551020200046),C03,TSC09,Q09,54,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2022~2022~53~Q13~TNC04~AGE~RACE,2022,2022,WA,Washington,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",%,PRCTG,Percentage,10.7,10.7,,,6.4,17.4,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,POINT (-120.47001078999972 47.52227862900048),C02,TNC04,Q13,53,AGE,65PLUS,RACE,ASN
BRFSS~2022~2022~9004~Q40~TGC05~AGE~RACE,2022,2022,WEST,West,BRFSS,Caregiving,Provide care for someone with cognitive impairment within the past month,Percentage of older adults who provided care for someone with dementia or other cognitive impairment within the past month,%,PRCTG,Percentage,17.9,17.9,&,Regional estimates may not represent all states in the region,6.6,40.1,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,,C07,TGC05,Q40,9004,AGE,AGE_OVERALL,RACE,NAA
BRFSS~2022~2022~78~Q17~TAC01~AGE~SEX,2022,2022,VI,Virgin Islands,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Sex,Female,POINT (-64.896335 18.335765),C04,TAC01,Q17,78,AGE,65PLUS,SEX,FEMALE
BRFSS~2022~2022~56~Q34~TOC09~AGE~RACE,2022,2022,WY,Wyoming,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Hispanic,POINT (-108.10983035299967 43.23554134300048),C01,TOC09,Q34,56,AGE,5064,RACE,HIS
BRFSS~2022~2022~55~Q17~TAC01~AGE~RACE,2022,2022,WI,Wisconsin,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,%,PRCTG,Percentage,19.4,19.4,,,13.8,26.5,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",POINT (-89.81637074199966 44.39319117400049),C04,TAC01,Q17,55,AGE,AGE_OVERALL,RACE,BLK
BRFSS~2022~2022~55~Q45~TOC13~AGE~RACE,2022,2022,WI,Wisconsin,BRFSS,Overall Health,Fair or poor health among older adults with arthritis,Fair or poor health among older adults with doctor-diagnosed arthritis,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,POINT (-89.81637074199966 44.39319117400049),C01,TOC13,Q45,55,AGE,5064,RACE,ASN
BRFSS~2022~2022~53~Q38~TGC03~AGE~RACE,2022,2022,WA,Washington,BRFSS,Caregiving,Duration of caregiving among older adults,Percentage of older adults who provided care to a friend or family member for six months or more,%,PRCTG,Percentage,67.3,67.3,,,52.8,79.1,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-120.47001078999972 47.52227862900048),C07,TGC03,Q38,53,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2022~2022~51~Q07~TOC05~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,%,PRCTG,Percentage,80.0,80.0,,,74.2,84.8,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",POINT (-78.45789046299967 37.54268067400045),C01,TOC05,Q07,51,AGE,5064,RACE,BLK
BRFSS~2022~2022~78~Q13~TNC04~AGE~RACE,2022,2022,VI,Virgin Islands,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",%,PRCTG,Percentage,41.6,41.6,,,30.2,54.0,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",POINT (-64.896335 18.335765),C02,TNC04,Q13,78,AGE,AGE_OVERALL,RACE,BLK
BRFSS~2022~2022~9004~Q27~TMC03~AGE~RACE,2022,2022,WEST,West,BRFSS,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,%,PRCTG,Percentage,8.1,8.1,,,5.2,12.5,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,,C05,TMC03,Q27,9004,AGE,5064,RACE,ASN
BRFSS~2022~2022~51~Q31~TCC02~AGE~SEX,2022,2022,VA,Virginia,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,26.7,26.7,,,18.5,36.8,Age Group,Overall,Sex,Male,POINT (-78.45789046299967 37.54268067400045),C06,TCC02,Q31,51,AGE,AGE_OVERALL,SEX,MALE
BRFSS~2022~2022~55~Q42~TCC04~AGE~RACE,2022,2022,WI,Wisconsin,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",POINT (-89.81637074199966 44.39319117400049),C06,TCC04,Q42,55,AGE,AGE_OVERALL,RACE,BLK
BRFSS~2022~2022~9004~Q19~TSC04~AGE~RACE,2022,2022,WEST,West,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,%,PRCTG,Percentage,90.9,90.9,&,Regional estimates may not represent all states in the region,86.1,94.1,Age Group,65 years or older,Race/Ethnicity,Hispanic,,C03,TSC04,Q19,9004,AGE,65PLUS,RACE,HIS
BRFSS~2022~2022~54~Q09~TSC09~AGE~SEX,2022,2022,WV,West Virginia,BRFSS,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",%,PRCTG,Percentage,73.4,73.4,,,69.8,76.7,Age Group,65 years or older,Sex,Female,POINT (-80.71264013499967 38.66551020200046),C03,TSC09,Q09,54,AGE,65PLUS,SEX,FEMALE
